provider id,name,state,city,address,zip,ownership type - simple,ownership type - detailed,total surveys,date of last certification survey,date calculated,total deficiencies,complaint deficiencies,certification deficiencies,fms deficiencies
1180688,SEASONS HOSPICE & PALLIATIVE CARE OF MASS LLC,MA,NEWTON,"275 GROVE STREET, SUITE 3-102",2466,For-profit,PROPRIETARY/Corporation,2,2013-12-05,2014-07-02,0,0,0,0
1180897,GRANE HOSPICE,PA,HOLLIDAYSBURG,106 ZEE PLAZA,16648,For-profit,PROPRIETARY/Corporation,3,2012-08-08,2014-07-02,2,0,2,0
1180920,COMFORT CARE HOSPICE OF GADSDEN,AL,GADSDEN,"500 SOUTH 5TH STREET, SUITES 1100 & 1110",35901,For-profit,PROPRIETARY/Other,2,2013-11-14,2014-07-02,6,0,6,0
1181176,ACCENTCARE HOME HEALTH OF MOUNTAIN VALLEY LLC,CO,WINDSOR,1180 MAIN STREET SUITE 9,80550,For-profit,PROPRIETARY/Corporation,2,2013-10-25,2014-07-02,7,0,7,0
1181216,FIDELIS HOSPICE,MA,HAVERHILL,"25 RAILROAD SQUARE, SUITE 501",1832,For-profit,PROPRIETARY/Other,2,2014-02-25,2014-07-02,0,0,0,0
1181344,SERENITY PALLIATIVE AND HOSPICE CARE,GA,SNELLVILLE,2346 WISTERIA DRIVE SUITE 110,30078,For-profit,PROPRIETARY/Corporation,2,2010-10-28,2014-07-02,11,11,0,0
1181345,"HOSPICE ADVANTAGE, LLC",GA,STATESBORO,7 ALLEN-CAIL DRIVE STE A,30458,For-profit,PROPRIETARY/Corporation,3,2012-07-26,2014-07-02,19,0,19,0
1181357,AMERICANS HOSPICE CARE,MI,SAGINAW,"2575 NORTH MCLEOD DRIVE, SUITE C",48604,For-profit,PROPRIETARY/Corporation,2,2012-05-20,2014-07-02,25,0,25,0
1181517,"BEACON HOSPICE, AN AMEDISYS COMPANY",MA,LEOMINSTER,36 WILLIAM STREET,1453,For-profit,PROPRIETARY/Corporation,2,2010-02-18,2014-07-02,0,0,0,0
1181543,"INTERIM HEALTH CARE OF THE TRIAD, INC",SC,ROCK HILL,154 AMENDMENT AVE  SUITE 105,29732,For-profit,PROPRIETARY/Corporation,2,2011-11-17,2014-07-02,9,0,9,0
1181544,SOUTHERNCARE - MYRTLE BEACH,SC,MURRELLS INLET,9250 HIGHWAY 17 BYPASS,29576,For-profit,PROPRIETARY/Corporation,2,2013-05-22,2014-07-02,8,0,8,0
1181580,SPRINGHILL HOME HEALTH AND HOSPICE,AL,MOBILE,22 NORTH MOBILE STREET,36607,For-profit,PROPRIETARY/Corporation,2,2011-05-06,2014-07-02,5,2,3,0
1181632,AFFINITY-HOSPICE OF LIFE,NV,LAS VEGAS,2700 E SUNSET ROAD BLDG D UNIT 36,89120,For-profit,PROPRIETARY/Corporation,1,2013-08-02,2014-07-02,0,0,0,0
1181906,PROGRESSIVE HOME HEALTH & HOSPICE LLC,NE,OMAHA,"10040 REGENCY CIRCLE, SUITE 330",68114,For-profit,PROPRIETARY/Corporation,1,2008-03-11,2014-07-02,0,0,0,0
1182019,GENTIVA HOSPICE,SC,SPARTANBURG,905 EAST MAIN STREET SUITE 2,29302,For-profit,PROPRIETARY/Corporation,2,2011-09-01,2014-07-02,2,1,1,0
1182162,"JOURNEY HOSPICE OF HOUMA, LLC",LA,HOUMA,598 CORPORATED DRIVE,70360,For-profit,PROPRIETARY/Other,1,2008-02-19,2014-07-02,0,0,0,0
1182253,SPECTRUM HOME HEALTH AND HOSPICE CARE,MA,LONGMEADOW,770 CONVERSE STREET,1106,Non-profit,NON-PROFIT/Private,2,2014-01-16,2014-07-02,11,0,11,0
1182458,VICTORY HOME HEALTH AND HOSPICE OF TEXAS IN SHERMA,TX,SHERMAN,809 EAST GALLAGHER SUITE D,75090,For-profit,PROPRIETARY/Other,2,2013-12-20,2014-07-02,3,0,3,0
1182459,HERITAGE HOSPICE OF TEXAS,TX,HURST,1315 BROOKSIDE DR SUITE D,76053,For-profit,PROPRIETARY/Other,2,2011-03-05,2014-07-02,3,3,0,0
1182460,PETERSON HOSPICE,TX,KERRVILLE,1121 BROADWAY,78028,Other,Other,2,2013-05-23,2014-07-02,0,0,0,0
1182640,"COMFORTING HANDS HOSPICE, L L C",OK,BARTLESVILLE,"2450 SE WASHINGTON BLVD, SUITE A",74006,For-profit,PROPRIETARY/Other,2,2011-01-15,2014-07-02,0,0,0,0
1182641,"RIVERCROSS HOSPICE, L L C",OK,TULSA,"9820 EAST 41ST STREET, SUITE 400",74146,For-profit,PROPRIETARY/Indvidual,3,2013-05-16,2014-07-02,2,0,2,0
1182994,COMFORT HOSPICE CARE,NV,LAS VEGAS,"6655 W SAHARA AVE, SUITE B-200",89146,For-profit,PROPRIETARY/Corporation,1,2013-08-03,2014-07-02,0,0,0,0
1183082,SILVERADO HOSPICE,CA,SAN DIEGO,"3750 CONVOY STREET, SUITE 200",92111,For-profit,PROPRIETARY/Corporation,1,2012-03-09,2014-07-02,11,6,5,0
1183083,NURSES PLUS HOSPICE,CA,CERRITOS,11100 EAST ARTESIA BLVD SUITE G,90703,For-profit,PROPRIETARY/Corporation,2,2013-05-24,2014-07-02,0,0,0,0
1183155,ACACIA HOSPICE,NJ,BURLINGTON,902 JACKSONVILLE ROAD,8016,Non-profit,NON-PROFIT/Private,1,2008-03-13,2014-07-02,0,0,0,0
1183222,"ARK HOSPICE, LLC",SC,EASLEY,101 GRACE DRIVE,29640,For-profit,PROPRIETARY/Other,2,2013-03-28,2014-07-02,1,0,1,0
1183323,LITTLE RIVER MEMORIAL HOSPICE,AR,ASHDOWN,"450 WEST LOCKE STREET, SUITE B",71822,Government,GOVERNMENT/County,1,2008-03-13,2014-07-02,0,0,0,0
1183399,TEXAS HOSPICE,TX,FORT WORTH,1043 FOCH STREET,76107,For-profit,PROPRIETARY/Corporation,2,2011-07-01,2014-07-02,0,0,0,0
1183440,PREMIER HOSPICE,LA,MONROE,"1800 HUDSON LANE , SUITE B",71201,For-profit,PROPRIETARY/Other,1,2008-03-26,2014-07-02,0,0,0,0
1183441,CLARITY HOSPICE OF BATON ROUGE,LA,BATON ROUGE,8116 ONE CALAIS SUITE 1-D,70809,For-profit,PROPRIETARY/Other,1,2008-03-18,2014-07-02,0,0,0,0
1183696,REGIONAL -JOURNEY HOSPICE,LA,COVINGTON,429 S TYLER STREET,70433,For-profit,PROPRIETARY/Other,1,2008-03-11,2014-07-02,0,0,0,0
1183697,"LEGACY NATIONAL HOSPICE, LLLP",LA,MONROE,215 ARKANSAS AVE,71201,For-profit,PROPRIETARY/Other,1,2008-03-27,2014-07-02,0,0,0,0
1183993,"ST JACOB HOSPICE, INC",CA,NORTHRIDGE,17042 DEVONSHIRE ST SUITE 209,91325,For-profit,PROPRIETARY/Corporation,2,2013-06-01,2014-07-02,0,0,0,0
1184330,ODYSSEY HEALTHCARE OF DAYTON,OH,DAYTON,"3085 WOODMAN DRIVE, SUITE 200",45420,For-profit,PROPRIETARY/Partnership,1,2008-03-12,2014-07-02,0,0,0,0
1184594,"REGIONAL HOSPICE & PALLIATIVE SERVICES-SW, LLC",LA,BATON ROUGE,10621 NORTH OAK HILLS PARKWAY BLDG A,70810,Other,Other,1,2008-04-08,2014-07-02,2,2,0,0
1184595,"HARMONY HOSPICE, LLC",LA,METAIRIE,"3621 RIDELAKE DRIVE, SUITE 200",70002,For-profit,PROPRIETARY/Other,1,2008-04-04,2014-07-02,0,0,0,0
1185223,HOSPICE ADVANTAGE,MN,LAKEVILLE,18472 KENYON AVENUE,55044,For-profit,PROPRIETARY/Corporation,2,2013-12-27,2014-07-02,0,0,0,0
1185336,CELTIC HOSPICE & PALLIATIVE CARE SERVICES,PA,PERRYOPOLIS,PERRY-O-PLAZA 3367 PITTSBURGH RD SUITE 101,15473,For-profit,PROPRIETARY/Indvidual,2,2011-03-04,2014-07-02,3,0,3,0
1185400,ERIE WEST HOSPICE AND PALLIATIVE CARE,MI,LAMBERTVILLE,3333 STERNS ROAD,48144,Other,Other,1,2011-03-12,2014-07-02,0,0,0,0
1185416,MENORAH PARK CENTER FOR SENIOR LIVING,OH,BEACHWOOD,27100 CEDAR ROAD,44122,Other,Other,2,2013-04-17,2014-07-02,3,0,3,0
1185706,"CARIS HEALTHCARE, GREENVILLE",SC,GREENVILLE,111 SMITH HINES ROAD,29607,For-profit,PROPRIETARY/Partnership,2,2013-10-03,2014-07-02,3,0,3,0
1186085,HALCYON HOSPICE AND PALLIATIVE CARE LLC,CO,MEAD,"209 MAIN STREET, SUITE B",80542,Other,Other,1,2011-09-28,2014-07-02,4,4,0,0
1186117,PARAMOUNT HOSPICE AND PALLIATIVE CARE,PA,MCMURRAY,"3025 WASHINGTON ROAD, SUITE 201",15317,For-profit,PROPRIETARY/Corporation,2,2010-03-05,2014-07-02,7,0,7,0
1186132,BEACON HOSPICE,TX,LONGVIEW,5016 GILMER ROAD,75604,For-profit,PROPRIETARY/Corporation,1,2008-04-18,2014-07-02,0,0,0,0
1186199,AMEDISYS HOSPICE OF BLUEFIELD,WV,BLUEFIELD,3879 MAPLE ACRES ROAD,24701,Other,Other,2,2012-04-26,2014-07-02,4,0,4,0
1186200,AMEDISYS HOSPICE OF PARKERSBURG,WV,PARKERSBURG,"417 GRAND PARK DRIVE, SUITE 206",26105,For-profit,PROPRIETARY/Corporation,2,2013-08-22,2014-07-02,5,1,4,0
1186385,"TRADITIONAL HOME HEALTH AND HOSPICE, LLC",PA,DUNMORE,113 WEST DRINKER STREET,18512,For-profit,PROPRIETARY/Other,2,2010-03-01,2014-07-02,0,0,0,0
1186558,INTERIM HEALTHCARE HOSPICE OF TULSA,OK,TULSA,"2828 EAST 51ST STREET, SUITE 201",74105,For-profit,PROPRIETARY/Corporation,1,2011-02-26,2014-07-02,0,0,0,0
1186560,"ABBEY ROAD HOSPICE, LLC",SC,COLUMBIA,5429 BUSH RIVER ROAD,29212,For-profit,PROPRIETARY/Corporation,2,2013-10-03,2014-07-02,5,0,5,0
1187120,"HOMESTEAD HOSPICE OF SOUTHWEST ALABAMA, LLC",AL,GILBERTOWN,95 WEST MAIN STREET SUITE # 3,36908,For-profit,PROPRIETARY/Corporation,1,2008-05-30,2014-07-02,1,1,0,0
1187229,GENTIVA HOSPICE,GA,LAWRENCEVILLE,"1000 HURRICANE SHOALS ROAD BLDG D, SUITE 1200",30043,For-profit,PROPRIETARY/Corporation,2,2011-05-26,2014-07-02,3,0,3,0
1187242,INFINITY HOSPICE CARE LLC,NV,LAS VEGAS,6330 S JONES BLVD,89118,For-profit,PROPRIETARY/Other,1,2011-01-22,2014-07-02,0,0,0,0
1187275,MED CARE PLUS HOSPICE,CA,PASADENA,490 SOUTH ROSEMEAD BLVD SUITE 4,91107,For-profit,PROPRIETARY/Corporation,2,2013-12-19,2014-07-02,8,0,8,0
1187294,NEW CENTURY HOSPICE OF ATLANTA,GA,CONYERS,1374 MANCHESTER DRIVE,30012,For-profit,PROPRIETARY/Corporation,2,2011-04-21,2014-07-02,7,7,0,0
1187314,KAREN ANN QUINLAN HOSPICE,PA,MILFORD,"104 BENNETT AVENUE, SUITE 2A-2",18337,Non-profit,NON-PROFIT/Other,2,2011-04-01,2014-07-02,2,0,2,0
1187432,GOOD SHEPHERD HOSPICE,FL,LAKELAND,320 W MAIN ST,33815,Non-profit,NON-PROFIT/Private,3,2013-06-20,2014-07-02,10,2,8,0
1187443,"TRINITY HOSPICE OF GEORGIA, LLC",GA,ATLANTA,"41 PERIMETER CENTER EAST, SUITE 200",30346,For-profit,PROPRIETARY/Other,1,2008-05-29,2014-07-02,0,0,0,0
1187720,ALABAMA HOSPICE CARE OF OXFORD,AL,OXFORD,1631 HAMRICK DRIVE EAST,36203,For-profit,PROPRIETARY/Corporation,1,2008-03-20,2014-07-02,0,0,0,0
1187971,CENTURY HOSPICE,TX,DALLAS,4101 MCEWEN #500,75244,Other,Other,3,2014-02-24,2014-07-02,1,1,0,0
1187972,GARDENDALE HOSPICE LLC,TX,CORSICANA,753 W 2ND AVE,75110,For-profit,PROPRIETARY/Other,2,2014-02-23,2014-07-02,3,3,0,0
1188116,COMPASSIONATE CARE HOSPICE,MN,WORTHINGTON,31361 STATE HIGHWAY 266,56187,Other,Other,2,2011-07-06,2014-07-02,0,0,0,0
1188447,"PIEDMONT HOSPICE, LLC",SC,GREER,209 RIVERSIDE COURT,29650,For-profit,PROPRIETARY/Partnership,2,2014-01-10,2014-07-02,6,0,6,0
1188532,COMPASSIONATE CARE HOSPICE,MA,WOBURN,"800 WEST CUMMINGS PARK, SUITE 3400",1801,For-profit,PROPRIETARY/Corporation,2,2011-07-05,2014-07-02,2,0,2,0
1188583,"UNITY HOSPICE CARE OF ARKANSAS, LLC",AR,WEST MEMPHIS,"310 MID-CONTINENT BUILDING, SUITE 402",72301,Non-profit,NON-PROFIT/Other,1,2008-06-04,2014-07-02,5,0,5,0
1188584,ARKANSAS HOSPICE INC,AR,BATESVILLE,2233 HARRISON,72501,Non-profit,NON-PROFIT/Private,2,2013-05-31,2014-07-02,6,0,6,0
1188631,"OMEGA HEALTH CARE, INC",MO,LEES SUMMIT,"3680 NE AKIN BLVD, SUITE 140",64064,For-profit,PROPRIETARY/Corporation,1,2008-06-09,2014-07-02,24,10,14,0
1188691,"TRINITY HOSPICE OF COLORADO, LLC",CO,ENGLEWOOD,"365 INVERNESS PARKWAY, SUITE 100",80112,Other,Other,1,2008-04-18,2014-07-02,0,0,0,0
1188733,NVNA AND HOSPICE,MA,NORWELL,120 LONGWATER CIRCLE,2061,Non-profit,NON-PROFIT/Private,1,2008-06-19,2014-07-02,0,0,0,0
1188780,OMEGA HOSPICE OF CULLMAN,AL,CULLMAN,"101 2ND AVENUE, SE",35055,Other,Other,2,2012-06-05,2014-07-02,28,10,18,0
1188893,"OPTUM PALLIATIVE AND  HOSPICE CARE, INC",GA,MACON,"4875 RIVERSIDE DRIVE, SUITE 104",31210,For-profit,PROPRIETARY/Corporation,2,2013-10-25,2014-07-02,6,0,6,0
1188894,"AFFINIS HOSPICE, LLC",GA,ADAIRSVILLE,207 SOUTH MAIN STREET,30103,Non-profit,NON-PROFIT/Other,2,2011-03-31,2014-07-02,3,1,2,0
1189070,LOVING HANDS HOSPICE,IL,CHICAGO,"6535 NORTH OLMSTEAD AVENUE, SUITE 150",60631,For-profit,PROPRIETARY/Corporation,1,2011-05-20,2014-07-02,0,0,0,0
1189530,THATCHER BROOK HOSPICE,UT,LAYTON,360 SOUTH STATE STREET,84015,For-profit,PROPRIETARY/Corporation,1,2008-06-24,2014-07-02,0,0,0,0
1189584,PARAGON HOSPICE & PALLIATIVE CARE,TX,SUGAR LAND,13515 SW FREEWAY #209,77478,For-profit,PROPRIETARY/Partnership,1,2011-03-22,2014-07-02,1,1,0,0
1189585,HEART TO HEART HOSPICE OF EAST TEXAS LLC,TX,LONGVIEW,100 WEST HAWKINS PKWY SUITE A,75605,For-profit,PROPRIETARY/Corporation,2,2011-03-12,2014-07-02,1,1,0,0
1189586,CARETEAM HOME HEALTH SERVICES,TX,LONGVIEW,4362 HWY 259 NORTH,75605,For-profit,PROPRIETARY/Corporation,3,2012-11-29,2014-07-02,0,0,0,0
1190188,HARBOUR HOSPICE,TX,SAN ANTONIO,12915 JONES MALTSBERGER SUITE #501,78247,For-profit,PROPRIETARY/Partnership,2,2011-05-05,2014-07-02,3,3,0,0
1190189,LIGHTHOUSE HOSPICE,TX,HILLSBORO,305 COKE AVE SUITE 140,76645,For-profit,PROPRIETARY/Corporation,2,2011-04-25,2014-07-02,0,0,0,0
1190887,"CENTURY HOSPICE, INC",CA,LAKEWOOD,4909  LAKEWOOD BLVD SUITE 303,90712,For-profit,PROPRIETARY/Corporation,2,2014-03-03,2014-07-02,6,0,6,0
1190888,"SACRED HEART HOSPICE, INC",CA,LOS ANGELES,"3699 WILSHIRE BLVD, SUITE 870",90010,For-profit,PROPRIETARY/Corporation,1,2007-06-04,2014-07-02,0,0,0,0
1190889,"ST MICHAEL HOSPICE, INC.",CA,IRVINE,"5 CORPORATE PARK DRIVE, SUITE 100",92606,For-profit,PROPRIETARY/Corporation,2,2012-08-03,2014-07-02,20,20,0,0
1190890,"EVERGREEN HOSPICE CARE, INC",CA,CERRITOS,"17215 STUDEBAKER ROAD, SUITE 100",90703,For-profit,PROPRIETARY/Corporation,3,2014-02-08,2014-07-02,3,3,0,0
1190891,AVE MARIA HOSPICE INC,TX,FREDERICKSBURG,12078 S HIGHWAY 16,78624,For-profit,PROPRIETARY/Corporation,2,2010-09-28,2014-07-02,0,0,0,0
1190941,VITAS INNOVATIVE HOSPICE CARE,OH,BROOKLYN HEIGHTS,"600 GRANGER ROAD, SUITE 100",44131,For-profit,PROPRIETARY/Corporation,2,2011-05-13,2014-07-02,0,0,0,0
1191311,INTEGRACARE HOSPICE-SOUTH HOUSTON,TX,LEAGUE CITY,451 SOUTH HIGHWAY 3,77573,For-profit,PROPRIETARY/Corporation,2,2011-05-04,2014-07-02,0,0,0,0
1191582,"ALPENGLOW HOSPICE, INC",CA,LONG BEACH,3200 E 19TH ST,90806,For-profit,PROPRIETARY/Corporation,1,2008-03-20,2014-07-02,1,1,0,0
1191710,HORIZON HOSPICE INC,NM,SILVER CITY,2584 N SILVER ST BLDG A,88061,For-profit,PROPRIETARY/Corporation,2,2011-05-19,2014-07-02,0,0,0,0
1191919,HOSPICE COMPASSUS-GREENVILLE-SPARTANBURG,SC,DUNCAN,"1923 E MAIN STREET, SUITE C",29334,Other,Other,2,2011-09-15,2014-07-02,3,0,3,0
1191934,SOLSTICE HOSPICE AND PALLIATIVE CARE,UT,SALT LAKE CITY,1940 SOUTH 1100 EAST,84106,Other,Other,1,2008-08-26,2014-07-02,0,0,0,0
1192044,ANGEL HANDS HOSPICE,TX,DALLAS,10935  ESTATE LANE STE 325,75238,For-profit,PROPRIETARY/Corporation,2,2011-05-16,2014-07-02,0,0,0,0
1192204,PEOPLEFIRST HOMECARE AND HOSPICE,IN,INDIANAPOLIS,2415 DIRECTORS ROW STE C,46241,For-profit,PROPRIETARY/Other,1,2011-07-29,2014-07-02,5,5,0,0
1192676,MAVERICK HOSPICE CARE,TX,EAGLE PASS,2822 N VETERANS BLVD SUITE B,78852,For-profit,PROPRIETARY/Partnership,3,2011-03-28,2014-07-02,14,0,14,0
1192681,"WIREGRASS HOSPICE, HUNTSVILLE",AL,HUNTSVILLE,"303 WILLIAMS AVE, SUITE 116",35802,For-profit,PROPRIETARY/Corporation,1,2008-08-28,2014-07-02,1,1,0,0
1192800,HORIZONS HOSPICE CARNEGIE,PA,MONROEVILLE,2549 MOSSIDE BOULEVARD,15146,For-profit,PROPRIETARY/Corporation,2,2011-06-09,2014-07-02,0,0,0,0
1192842,SUNRISE HEALTH AND HOSPICE,AZ,MESA,"1840 EAST UNIVERSITY DRIVE, SUITE 2",85203,For-profit,PROPRIETARY/Corporation,3,2011-04-01,2014-07-02,0,0,0,0
1192843,TOHONO O'ODHAM HOSPICE,AZ,SELLS,"FEDERAL ROUTE 15, MILE POST 9",85634,Non-profit,NON-PROFIT/Other,1,2008-03-14,2014-07-02,0,0,0,0
1192981,COMFORT CARE HOSPICE OF WETUMPKA,AL,WETUMPKA,629 COOSA RIVER PARKWAY,36092,Other,Other,1,2008-07-23,2014-07-02,0,0,0,0
1193081,"WIREGRASS HOSPICE, BIRMINGHAM",AL,HOOVER,2084 VALLEYDALE ROAD,35244,For-profit,PROPRIETARY/Corporation,1,2008-08-27,2014-07-02,5,5,0,0
1193610,MARSHALL MANOR HOMECARE AND HOSPICE,TX,MARSHALL,111 E BURLESON,75670,For-profit,PROPRIETARY/Other,2,2011-07-09,2014-07-02,0,0,0,0
1193939,"CARE MORE HOSPICE, INC",CA,LOS ANGELES,"2500 WILSHIRE BLVD, SUITE 818",90057,For-profit,PROPRIETARY/Corporation,1,2008-01-02,2014-07-02,0,0,0,0
1194510,"SILVERADO HOSPICE OF HOUSTON, INC",TX,SUGAR LAND,"2205 WILLIAMS TRACE BLVD, SUITE #101",77478,For-profit,PROPRIETARY/Corporation,2,2011-07-30,2014-07-02,0,0,0,0
1194687,DR MATTHEW S SHWARTZ HOSPICE,MA,CHELSEA,123 CAPTAIN'S ROW,2150,Non-profit,NON-PROFIT/Private,2,2014-02-07,2014-07-02,2,0,2,0
1194710,ZIBA HOSPICE LLC,CA,TORRANCE,21151 S WESTERN STE 273-274,90501,For-profit,PROPRIETARY/Other,2,2011-04-16,2014-07-02,0,0,0,0
1194752,SOLAMOR HOSPICE,MA,MIDDLETON,"161 SOUTH MAIN STREET, SUITE 207-211",1949,For-profit,PROPRIETARY/Corporation,1,2008-08-05,2014-07-02,0,0,0,0
1194989,MEDHEALTH HOSPICE CORP,PR,CABO ROJO,100 AVE PEDRO ALBIZU CAMPOS,623,For-profit,PROPRIETARY/Corporation,1,2008-07-30,2014-07-02,1,0,1,0
1194992,HOSPICE ADVANTAGE,SC,COLUMBIA,115 BLARNEY DRIVE,29223,For-profit,PROPRIETARY/Corporation,2,2014-01-15,2014-07-02,4,0,4,0
1194993,AGAPE COMMUNITY HOSPICE OF ANDERSON,SC,LAURENS,3420 W FARLEY AVE,29360,For-profit,PROPRIETARY/Indvidual,1,2008-10-21,2014-07-02,0,0,0,0
1195047,"PREFERRED HOSPICE OF MISSOURI (SOUTHWEST), LLC",MO,OZARK,850 N. 25TH STREET,65721,For-profit,PROPRIETARY/Other,1,2008-07-11,2014-07-02,3,0,3,0
1195273,HEART TO HEART HOSPICE OF LUFKIN LLC,TX,LUFKIN,209 CHRISTIE STREET,75904,Other,Other,3,2011-05-24,2014-07-02,8,8,0,0
1195384,BROOKHAVEN HOSPICE,MA,FRAMINGHAM,6 BEECH STREET,1702,For-profit,PROPRIETARY/Other,1,2008-09-23,2014-07-02,0,0,0,0
1195464,NIGHTINGALE HOSPICE CARE INC,IN,CARMEL,1036 S RANGELINE RD,46032,For-profit,PROPRIETARY/Indvidual,2,2014-01-12,2014-07-02,4,0,4,0
1195480,ROCKY MOUNTAIN HOSPICE-BUTTE,MT,BUTTE,19 DISCOVERY DR,59701,For-profit,PROPRIETARY/Corporation,1,2008-08-20,2014-07-02,14,14,0,0
1195618,LUTHER MANOR HOSPICE,WI,MILWAUKEE,4545 N 92ND ST,53225,Non-profit,NON-PROFIT/Other,1,2008-09-10,2014-07-02,3,1,2,0
1195775,FREEDOM HOSPICE LLC,UT,SANDY,1376 WEST CENTER STREET,84070,For-profit,PROPRIETARY/Partnership,1,2008-10-01,2014-07-02,0,0,0,0
1195882,SOULISTIC HOSPICE,AZ,TUBAC,"26 TUBAC ROAD, SUITE C1 & C2",85646,Non-profit,NON-PROFIT/Church,5,2011-10-07,2014-07-02,0,0,0,0
1195896,SHALOM HOSPICE,CO,AURORA,14800 E BELLVIEW DRIVE,80015,Non-profit,NON-PROFIT/Private,2,2011-06-10,2014-07-02,0,0,0,0
1196005,COMPASSIONATE HOSPICE CARE INC,TX,TYLER,1820 SHILOH ROAD SUITE 1103,75703,For-profit,PROPRIETARY/Corporation,2,2011-05-23,2014-07-02,0,0,0,0
1196367,"CUIDADO CASERO HOME CARE OF VIRGINIA, INC",VA,FREDERICKSBURG,4815 CARR DRIVE,22408,For-profit,PROPRIETARY/Corporation,2,2013-07-12,2014-07-02,8,0,8,0
1196425,FOUR OAKS HOSPICE,MO,DEXTER,"1615 BUSINESS HIGHWAY 60 WEST, SUITE A & B",63841,For-profit,PROPRIETARY/Corporation,1,2008-09-18,2014-07-02,7,2,5,0
1196640,ST PAUL HOSPICE SERVICES,WI,KAUKAUNA,316 E FOURTEENTH ST,54130,Non-profit,NON-PROFIT/Church,1,2008-09-17,2014-07-02,4,0,4,0
1196645,ARDENT HOSPICE,TX,FLOWER MOUND,700 PARKER SQUARE SUITE 105,75028,Other,Other,2,2011-02-10,2014-07-02,1,0,1,0
1196732,SOUTHWEST HEALTH CENTER HOSPICE,WI,PLATTEVILLE,1400 EAST SIDE ROAD,53818,Non-profit,NON-PROFIT/Private,1,2012-10-19,2014-07-02,0,0,0,0
1196918,CONTINUUM CARE HOSPICE,OH,PARMA,"12380 PLAZA DRIVE, SUITE 102",44130,For-profit,PROPRIETARY/Indvidual,2,2012-01-19,2014-07-02,0,0,0,0
1197600,TRINITY HOSPICE AND PALLIATIVE CARE SERVICES,MS,TUTWILER,100 SECOND STREET /PO BOX 366,38963,For-profit,PROPRIETARY/Corporation,1,2008-09-25,2014-07-02,0,0,0,0
1197707,"VIAQUEST HOSPICE, LLC",PA,MONONGAHELA,610 PARK AVENUE,15063,For-profit,PROPRIETARY/Corporation,2,2011-10-07,2014-07-02,7,0,7,0
1197766,ANGEL EYE HOSPICE INC,NV,LAS VEGAS,2770 S MARYLAND PKWY SUITE 100,89109,For-profit,PROPRIETARY/Corporation,1,2011-05-04,2014-07-02,5,5,0,0
1197855,ST BARNABAS HOSPICE,PA,GIBSONIA,5850 MERIDIAN ROAD,15044,Non-profit,NON-PROFIT/Private,3,2013-03-14,2014-07-02,4,0,4,0
1197949,CROSSROADS HOSPICE,TX,BIG SPRING,421 MAIN ST,79720,For-profit,PROPRIETARY/Corporation,2,2011-06-16,2014-07-02,0,0,0,0
1198189,PREMIER HOME CARE AND REHAB / PREMIER HOSPICE,TX,PARIS,750 CLARKSVILLE ST,75460,For-profit,PROPRIETARY/Corporation,2,2011-09-10,2014-07-02,0,0,0,0
1198217,ASERACARE HOSPICE-MARLBOROUGH,MA,MARLBOROUGH,"4 MOUNT ROYAL AVENUE, SUITE 110",1752,For-profit,PROPRIETARY/Corporation,2,2011-09-13,2014-07-02,0,0,0,0
1198249,"NGOZI  HOSPICE CARE, INC",TX,DESOTO,231 A EAST BELTLINE ROAD,75115,For-profit,PROPRIETARY/Corporation,2,2011-10-08,2014-07-02,0,0,0,0
1198331,"TRANSITIONS HOSPICE CARE OF GEORGIA, INC",GA,CANTON,"1300 OAKSIDE DRIVE,  SUITE 3",30114,For-profit,PROPRIETARY/Corporation,2,2011-11-03,2014-07-02,0,0,0,0
1198332,ANGELS OF HOPE LLC,GA,THOMASTON,215 EAST GORDON STREET,30286,For-profit,PROPRIETARY/Corporation,2,2011-12-08,2014-07-02,2,0,2,0
1198405,"WORD OF DELIVERANCE HOSPICE, INC",MS,CLEVELAND,PO BOX 239,38732,For-profit,PROPRIETARY/Corporation,1,2008-09-30,2014-07-02,0,0,0,0
1198482,"EAST VALLEY HOSPICE, PLC",AZ,CHANDLER,"1311 WEST CHANDLER BOULEVARD, SUITE 200",85224,Other,Other,2,2010-09-13,2014-07-02,0,0,0,0
1198641,"PRIME CARE HOSPICE, LLC",AZ,PHOENIX,"4225 WEST GLENDALE AVENUE, SUITE A-200",85051,For-profit,PROPRIETARY/Corporation,4,2011-06-30,2014-07-02,0,0,0,0
1198791,EPWORTH AT HOME,OK,OKLAHOMA CITY,14901 N PENNSYVANIA AVE,73134,For-profit,PROPRIETARY/Other,1,2008-10-23,2014-07-02,0,0,0,0
1199052,TREASURE VALLEY HOSPICE,ID,NAMPA,"8 6TH STREET NORTH, SUITE 200",83687,For-profit,PROPRIETARY/Corporation,2,2011-09-23,2014-07-02,0,0,0,0
1199242,TRINITY HOSPICE OF MN LLC,MN,MENDOTA HEIGHTS,1270 NORTHLAND DRIVE SUITE 155,55120,For-profit,PROPRIETARY/Corporation,1,2008-11-06,2014-07-02,0,0,0,0
1199248,HEART AND SOUL,NJ,MANASQUAN,2430 STATE HIGHWAY 34,8736,For-profit,PROPRIETARY/Corporation,1,2008-11-07,2014-07-02,2,0,2,0
1199743,SILVERADO HOSPICE,CA,BURBANK,"601 S GLENOAKS BLVD, STE 201",91502,For-profit,PROPRIETARY/Corporation,2,2011-05-06,2014-07-02,0,0,0,0
